OG	cog_id	Term	Category
OG0030945	L	Replication, recombination and repair	Information storage and processing
OG0030947	S	Function unknown	Poorly characterized
OG0030949	A	RNA processing and modification	Information storage and processing
OG0030951	S	Function unknown	Poorly characterized
OG0030952	T	Signal transduction mechanisms	Cellular processes and signaling
OG0030955	S	Function unknown	Poorly characterized
OG0030957	I	Lipid transport and metabolism	Metabolism
OG0030958	S	Function unknown	Poorly characterized
OG0030959	K	Transcription	Information storage and processing
OG0030961	S	Function unknown	Poorly characterized
OG0030962	S	Function unknown	Poorly characterized
OG0030963	S	Function unknown	Poorly characterized
OG0030967	L	Replication, recombination and repair	Information storage and processing
OG0030968	S	Function unknown	Poorly characterized
OG0030970	K	Transcription	Information storage and processing
OG0030971	I	Lipid transport and metabolism	Metabolism
OG0030973	V	Defense mechanisms	Cellular processes and signaling
OG0030973	W	Extracellular structures	Cellular processes and signaling
OG0030974	L	Replication, recombination and repair	Information storage and processing
OG0030975	S	Function unknown	Poorly characterized
OG0030976	L	Replication, recombination and repair	Information storage and processing
OG0030977	S	Function unknown	Poorly characterized
OG0030978	S	Function unknown	Poorly characterized
OG0030982	L	Replication, recombination and repair	Information storage and processing
OG0030984	I	Lipid transport and metabolism	Metabolism
OG0030985	S	Function unknown	Poorly characterized
OG0030986	S	Function unknown	Poorly characterized
OG0030987	G	Carbohydrate transport and metabolism	Metabolism
OG0030988	K	Transcription	Information storage and processing
OG0030989	W	Extracellular structures	Cellular processes and signaling
OG0030992	S	Function unknown	Poorly characterized
OG0030996	T	Signal transduction mechanisms	Cellular processes and signaling
OG0030997	S	Function unknown	Poorly characterized
OG0030998	S	Function unknown	Poorly characterized
OG0030999	K	Transcription	Information storage and processing
OG0031001	S	Function unknown	Poorly characterized
OG0031002	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031003	S	Function unknown	Poorly characterized
OG0031005	A	RNA processing and modification	Information storage and processing
OG0031007	K	Transcription	Information storage and processing
OG0031008	S	Function unknown	Poorly characterized
OG0031009	S	Function unknown	Poorly characterized
OG0031010	S	Function unknown	Poorly characterized
OG0031011	S	Function unknown	Poorly characterized
OG0031014	S	Function unknown	Poorly characterized
OG0031017	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031018	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031020	S	Function unknown	Poorly characterized
OG0031022	S	Function unknown	Poorly characterized
OG0031023	S	Function unknown	Poorly characterized
OG0031024	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031025	P	Inorganic ion transport and metabolism	Metabolism
OG0031026	S	Function unknown	Poorly characterized
OG0031027	S	Function unknown	Poorly characterized
OG0031029	K	Transcription	Information storage and processing
OG0031030	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0031032	K	Transcription	Information storage and processing
OG0031033	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031033	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0031034	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031037	E	Amino acid transport and metabolism	Metabolism
OG0031038	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031039	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031039	V	Defense mechanisms	Cellular processes and signaling
OG0031041	K	Transcription	Information storage and processing
OG0031043	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031044	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031045	E	Amino acid transport and metabolism	Metabolism
OG0031046	S	Function unknown	Poorly characterized
OG0031047	E	Amino acid transport and metabolism	Metabolism
OG0031047	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031048	K	Transcription	Information storage and processing
OG0031049	S	Function unknown	Poorly characterized
OG0031057	K	Transcription	Information storage and processing
OG0031071	S	Function unknown	Poorly characterized
OG0031072	S	Function unknown	Poorly characterized
OG0031078	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031081	S	Function unknown	Poorly characterized
OG0031082	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031084	W	Extracellular structures	Cellular processes and signaling
OG0031085	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031089	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031090	W	Extracellular structures	Cellular processes and signaling
OG0031092	S	Function unknown	Poorly characterized
OG0031095	S	Function unknown	Poorly characterized
OG0031096	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031097	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031097	V	Defense mechanisms	Cellular processes and signaling
OG0031103	G	Carbohydrate transport and metabolism	Metabolism
OG0031104	L	Replication, recombination and repair	Information storage and processing
OG0031106	S	Function unknown	Poorly characterized
OG0031107	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031107	Z	Cytoskeleton	Cellular processes and signaling
OG0031108	S	Function unknown	Poorly characterized
OG0031109	S	Function unknown	Poorly characterized
OG0031116	K	Transcription	Information storage and processing
OG0031116	L	Replication, recombination and repair	Information storage and processing
OG0031117	K	Transcription	Information storage and processing
OG0031118	S	Function unknown	Poorly characterized
OG0031120	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031121	P	Inorganic ion transport and metabolism	Metabolism
OG0031121	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031123	S	Function unknown	Poorly characterized
OG0031125	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031127	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0031128	P	Inorganic ion transport and metabolism	Metabolism
OG0031128	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031132	E	Amino acid transport and metabolism	Metabolism
OG0031134	I	Lipid transport and metabolism	Metabolism
OG0031137	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031140	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031143	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031143	V	Defense mechanisms	Cellular processes and signaling
OG0031148	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031149	P	Inorganic ion transport and metabolism	Metabolism
OG0031153	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031157	A	RNA processing and modification	Information storage and processing
OG0031157	L	Replication, recombination and repair	Information storage and processing
OG0031161	I	Lipid transport and metabolism	Metabolism
OG0031165	B	Chromatin structure and dynamics	Information storage and processing
OG0031166	B	Chromatin structure and dynamics	Information storage and processing
OG0031166	K	Transcription	Information storage and processing
OG0031168	G	Carbohydrate transport and metabolism	Metabolism
OG0031169	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031171	V	Defense mechanisms	Cellular processes and signaling
OG0031171	W	Extracellular structures	Cellular processes and signaling
OG0031176	S	Function unknown	Poorly characterized
OG0031177	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031177	V	Defense mechanisms	Cellular processes and signaling
OG0031178	S	Function unknown	Poorly characterized
OG0031181	G	Carbohydrate transport and metabolism	Metabolism
OG0031182	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031183	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031184	S	Function unknown	Poorly characterized
OG0031185	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0031186	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0031187	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031189	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0031191	S	Function unknown	Poorly characterized
OG0031192	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031194	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031197	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0031198	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031199	S	Function unknown	Poorly characterized
OG0031201	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0031201	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0031202	F	Nucleotide transport and metabolism	Metabolism
OG0031203	S	Function unknown	Poorly characterized
OG0031204	L	Replication, recombination and repair	Information storage and processing
OG0031208	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031210	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031211	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031213	P	Inorganic ion transport and metabolism	Metabolism
OG0031215	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031221	S	Function unknown	Poorly characterized
OG0031223	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031225	Z	Cytoskeleton	Cellular processes and signaling
OG0031227	L	Replication, recombination and repair	Information storage and processing
OG0031230	S	Function unknown	Poorly characterized
OG0031231	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031233	S	Function unknown	Poorly characterized
OG0031235	P	Inorganic ion transport and metabolism	Metabolism
OG0031237	L	Replication, recombination and repair	Information storage and processing
OG0031238	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0031239	Q	Secondary metabolites biosynthesis, transport and catabolism	Metabolism
OG0031241	B	Chromatin structure and dynamics	Information storage and processing
OG0031241	K	Transcription	Information storage and processing
OG0031243	Z	Cytoskeleton	Cellular processes and signaling
OG0031244	S	Function unknown	Poorly characterized
OG0031246	S	Function unknown	Poorly characterized
OG0031250	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031251	Z	Cytoskeleton	Cellular processes and signaling
OG0031255	G	Carbohydrate transport and metabolism	Metabolism
OG0031260	A	RNA processing and modification	Information storage and processing
OG0031261	K	Transcription	Information storage and processing
OG0031264	S	Function unknown	Poorly characterized
OG0031265	S	Function unknown	Poorly characterized
OG0031270	A	RNA processing and modification	Information storage and processing
OG0031272	S	Function unknown	Poorly characterized
OG0031273	S	Function unknown	Poorly characterized
OG0031276	S	Function unknown	Poorly characterized
OG0031281	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031284	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0031286	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031292	K	Transcription	Information storage and processing
OG0031298	K	Transcription	Information storage and processing
OG0031299	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031300	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031301	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031302	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031303	S	Function unknown	Poorly characterized
OG0031311	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031314	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031319	K	Transcription	Information storage and processing
OG0031321	G	Carbohydrate transport and metabolism	Metabolism
OG0031322	Z	Cytoskeleton	Cellular processes and signaling
OG0031324	C	Energy production and conversion	Metabolism
OG0031326	K	Transcription	Information storage and processing
OG0031329	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031332	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031334	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0031339	E	Amino acid transport and metabolism	Metabolism
OG0031340	C	Energy production and conversion	Metabolism
OG0031341	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031344	S	Function unknown	Poorly characterized
OG0031345	S	Function unknown	Poorly characterized
OG0031346	L	Replication, recombination and repair	Information storage and processing
OG0031347	C	Energy production and conversion	Metabolism
OG0031348	K	Transcription	Information storage and processing
OG0031349	E	Amino acid transport and metabolism	Metabolism
OG0031350	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0031351	V	Defense mechanisms	Cellular processes and signaling
OG0031355	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031359	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031361	S	Function unknown	Poorly characterized
OG0031365	K	Transcription	Information storage and processing
OG0031367	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031369	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0031373	A	RNA processing and modification	Information storage and processing
OG0031374	S	Function unknown	Poorly characterized
OG0031375	S	Function unknown	Poorly characterized
OG0031376	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0031383	V	Defense mechanisms	Cellular processes and signaling
OG0031384	Q	Secondary metabolites biosynthesis, transport and catabolism	Metabolism
OG0031386	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0031387	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031389	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031390	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031393	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031394	P	Inorganic ion transport and metabolism	Metabolism
OG0031397	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031400	C	Energy production and conversion	Metabolism
OG0031401	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031402	W	Extracellular structures	Cellular processes and signaling
OG0031403	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031403	V	Defense mechanisms	Cellular processes and signaling
OG0031404	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031405	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031408	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031411	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031413	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031414	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031415	L	Replication, recombination and repair	Information storage and processing
OG0031416	C	Energy production and conversion	Metabolism
OG0031418	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031419	K	Transcription	Information storage and processing
OG0031422	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031423	K	Transcription	Information storage and processing
OG0031425	P	Inorganic ion transport and metabolism	Metabolism
OG0031429	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031430	S	Function unknown	Poorly characterized
OG0031435	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031436	S	Function unknown	Poorly characterized
OG0031437	K	Transcription	Information storage and processing
OG0031437	L	Replication, recombination and repair	Information storage and processing
OG0031437	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031440	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031442	W	Extracellular structures	Cellular processes and signaling
OG0031443	W	Extracellular structures	Cellular processes and signaling
OG0031444	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031445	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031447	S	Function unknown	Poorly characterized
OG0031449	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031450	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031451	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031452	K	Transcription	Information storage and processing
OG0031456	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031457	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0031458	G	Carbohydrate transport and metabolism	Metabolism
OG0031459	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031461	S	Function unknown	Poorly characterized
OG0031464	S	Function unknown	Poorly characterized
OG0031465	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031467	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031469	S	Function unknown	Poorly characterized
OG0031470	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031473	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031477	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031477	V	Defense mechanisms	Cellular processes and signaling
OG0031478	S	Function unknown	Poorly characterized
OG0031488	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031492	S	Function unknown	Poorly characterized
OG0031494	L	Replication, recombination and repair	Information storage and processing
OG0031505	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0031509	S	Function unknown	Poorly characterized
OG0031512	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0031514	P	Inorganic ion transport and metabolism	Metabolism
OG0031517	E	Amino acid transport and metabolism	Metabolism
OG0031523	S	Function unknown	Poorly characterized
OG0031530	S	Function unknown	Poorly characterized
OG0031558	P	Inorganic ion transport and metabolism	Metabolism
OG0031558	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031576	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0031578	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0031582	B	Chromatin structure and dynamics	Information storage and processing
OG0031582	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031591	S	Function unknown	Poorly characterized
OG0031603	L	Replication, recombination and repair	Information storage and processing
OG0031604	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031609	H	Coenzyme transport and metabolism	Metabolism
OG0031613	L	Replication, recombination and repair	Information storage and processing
OG0031615	E	Amino acid transport and metabolism	Metabolism
OG0031617	S	Function unknown	Poorly characterized
OG0031624	S	Function unknown	Poorly characterized
OG0031628	B	Chromatin structure and dynamics	Information storage and processing
OG0031628	K	Transcription	Information storage and processing
OG0031629	K	Transcription	Information storage and processing
OG0031630	S	Function unknown	Poorly characterized
OG0031632	P	Inorganic ion transport and metabolism	Metabolism
OG0031632	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031633	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0031645	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0031646	S	Function unknown	Poorly characterized
OG0031649	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031658	G	Carbohydrate transport and metabolism	Metabolism
OG0031659	K	Transcription	Information storage and processing
OG0031660	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031665	S	Function unknown	Poorly characterized
OG0031666	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031669	S	Function unknown	Poorly characterized
OG0031671	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031673	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031675	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031676	S	Function unknown	Poorly characterized
OG0031677	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031678	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031681	K	Transcription	Information storage and processing
OG0031685	K	Transcription	Information storage and processing
OG0031687	C	Energy production and conversion	Metabolism
OG0031688	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031689	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031689	Z	Cytoskeleton	Cellular processes and signaling
OG0031692	S	Function unknown	Poorly characterized
OG0031696	A	RNA processing and modification	Information storage and processing
OG0031697	B	Chromatin structure and dynamics	Information storage and processing
OG0031700	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031702	S	Function unknown	Poorly characterized
OG0031705	S	Function unknown	Poorly characterized
OG0031708	S	Function unknown	Poorly characterized
OG0031712	S	Function unknown	Poorly characterized
OG0031719	S	Function unknown	Poorly characterized
OG0031720	V	Defense mechanisms	Cellular processes and signaling
OG0031723	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031724	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031725	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0031728	B	Chromatin structure and dynamics	Information storage and processing
OG0031728	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0031729	Q	Secondary metabolites biosynthesis, transport and catabolism	Metabolism
OG0031746	F	Nucleotide transport and metabolism	Metabolism
OG0031750	K	Transcription	Information storage and processing
OG0031751	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031753	K	Transcription	Information storage and processing
OG0031755	E	Amino acid transport and metabolism	Metabolism
OG0031756	K	Transcription	Information storage and processing
OG0031760	S	Function unknown	Poorly characterized
OG0031761	I	Lipid transport and metabolism	Metabolism
OG0031764	S	Function unknown	Poorly characterized
OG0031766	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031769	W	Extracellular structures	Cellular processes and signaling
OG0031770	K	Transcription	Information storage and processing
OG0031771	F	Nucleotide transport and metabolism	Metabolism
OG0031772	K	Transcription	Information storage and processing
OG0031772	L	Replication, recombination and repair	Information storage and processing
OG0031772	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031773	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031774	Z	Cytoskeleton	Cellular processes and signaling
OG0031776	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031777	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031780	E	Amino acid transport and metabolism	Metabolism
OG0031780	P	Inorganic ion transport and metabolism	Metabolism
OG0031780	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031782	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031783	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031785	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031786	C	Energy production and conversion	Metabolism
OG0031787	S	Function unknown	Poorly characterized
OG0031789	K	Transcription	Information storage and processing
OG0031790	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031796	E	Amino acid transport and metabolism	Metabolism
OG0031797	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031798	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031799	S	Function unknown	Poorly characterized
OG0031800	P	Inorganic ion transport and metabolism	Metabolism
OG0031802	S	Function unknown	Poorly characterized
OG0031806	S	Function unknown	Poorly characterized
OG0031807	S	Function unknown	Poorly characterized
OG0031809	S	Function unknown	Poorly characterized
OG0031810	S	Function unknown	Poorly characterized
OG0031812	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031815	S	Function unknown	Poorly characterized
OG0031818	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031818	V	Defense mechanisms	Cellular processes and signaling
OG0031819	B	Chromatin structure and dynamics	Information storage and processing
OG0031821	S	Function unknown	Poorly characterized
OG0031826	L	Replication, recombination and repair	Information storage and processing
OG0031827	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031828	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031829	P	Inorganic ion transport and metabolism	Metabolism
OG0031829	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031830	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031831	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031833	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031834	S	Function unknown	Poorly characterized
OG0031835	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031836	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031837	S	Function unknown	Poorly characterized
OG0031841	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031842	E	Amino acid transport and metabolism	Metabolism
OG0031842	G	Carbohydrate transport and metabolism	Metabolism
OG0031844	I	Lipid transport and metabolism	Metabolism
OG0031846	S	Function unknown	Poorly characterized
OG0031847	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031852	S	Function unknown	Poorly characterized
OG0031857	S	Function unknown	Poorly characterized
OG0031865	G	Carbohydrate transport and metabolism	Metabolism
OG0031867	K	Transcription	Information storage and processing
OG0031868	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031871	S	Function unknown	Poorly characterized
OG0031874	S	Function unknown	Poorly characterized
OG0031877	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031878	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0031880	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031882	S	Function unknown	Poorly characterized
OG0031886	S	Function unknown	Poorly characterized
OG0031887	S	Function unknown	Poorly characterized
OG0031891	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031895	S	Function unknown	Poorly characterized
OG0031899	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031907	S	Function unknown	Poorly characterized
OG0031910	S	Function unknown	Poorly characterized
OG0031917	S	Function unknown	Poorly characterized
OG0031918	S	Function unknown	Poorly characterized
OG0031920	S	Function unknown	Poorly characterized
OG0031921	S	Function unknown	Poorly characterized
OG0031922	S	Function unknown	Poorly characterized
OG0031932	S	Function unknown	Poorly characterized
OG0031933	S	Function unknown	Poorly characterized
OG0031934	S	Function unknown	Poorly characterized
OG0031935	S	Function unknown	Poorly characterized
OG0031937	S	Function unknown	Poorly characterized
OG0031941	S	Function unknown	Poorly characterized
OG0031945	P	Inorganic ion transport and metabolism	Metabolism
OG0031947	S	Function unknown	Poorly characterized
OG0031949	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031952	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031954	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031956	S	Function unknown	Poorly characterized
OG0031959	S	Function unknown	Poorly characterized
OG0031962	L	Replication, recombination and repair	Information storage and processing
OG0031964	S	Function unknown	Poorly characterized
OG0031965	K	Transcription	Information storage and processing
OG0031967	S	Function unknown	Poorly characterized
OG0031968	G	Carbohydrate transport and metabolism	Metabolism
OG0031968	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031970	S	Function unknown	Poorly characterized
OG0031971	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031972	P	Inorganic ion transport and metabolism	Metabolism
OG0031972	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031973	G	Carbohydrate transport and metabolism	Metabolism
OG0031976	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031977	S	Function unknown	Poorly characterized
OG0031978	A	RNA processing and modification	Information storage and processing
OG0031979	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031984	S	Function unknown	Poorly characterized
OG0031986	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031987	L	Replication, recombination and repair	Information storage and processing
OG0031989	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0031991	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0031993	K	Transcription	Information storage and processing
OG0031993	L	Replication, recombination and repair	Information storage and processing
OG0031993	T	Signal transduction mechanisms	Cellular processes and signaling
OG0031995	L	Replication, recombination and repair	Information storage and processing
OG0031997	V	Defense mechanisms	Cellular processes and signaling
OG0031998	A	RNA processing and modification	Information storage and processing
OG0031998	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0032000	S	Function unknown	Poorly characterized
OG0032002	S	Function unknown	Poorly characterized
OG0032003	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0032004	L	Replication, recombination and repair	Information storage and processing
OG0032005	S	Function unknown	Poorly characterized
OG0032006	S	Function unknown	Poorly characterized
OG0032007	V	Defense mechanisms	Cellular processes and signaling
OG0032007	W	Extracellular structures	Cellular processes and signaling
OG0032010	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032010	V	Defense mechanisms	Cellular processes and signaling
OG0032011	P	Inorganic ion transport and metabolism	Metabolism
OG0032011	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032012	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032013	S	Function unknown	Poorly characterized
OG0032014	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032017	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0032018	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0032019	S	Function unknown	Poorly characterized
OG0032020	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032021	K	Transcription	Information storage and processing
OG0032022	I	Lipid transport and metabolism	Metabolism
OG0032022	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032023	P	Inorganic ion transport and metabolism	Metabolism
OG0032024	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032024	V	Defense mechanisms	Cellular processes and signaling
